LAnkle;LBigToe;LEar;LElbow;LEye;LHeel;LHip;LKnee;LShoulder;LSmallToe;LWrist;MidHip;Neck;Nose;RAnkle;RBigToe;REar;RElbow;REye;RHeel;RHip;RKnee;RShoulder;RSmallToe;RWrist;time
(0.0, 0);(0.0, 0);(0.0, 0);(189.531, 97.531);(173.489, 170.4947);(0.0, 0);(180.505, 68.518);(204.524, 33.516999999999996);(186.466, 137.447);(0.0, 0);(196.471, 65.47999999999999);(165.526, 66.487);(162.485, 130.555);(176.498, 164.515);(0.0, 0);(0.0, 0);(154.46, 160.499);(139.51, 80.519);(168.498, 168.478);(0.0, 0);(152.501, 64.47);(183.492, 24.483000000000004);(137.513, 129.45);(0.0, 0);(163.505, 56.480999999999995);29.72
(202.512, 0.4730000000000132);(0.0, 0);(0.0, 0);(189.517, 98.47800000000001);(173.514, 170.4632);(0.0, 0);(180.495, 69.49000000000001);(204.515, 33.53200000000001);(185.512, 137.452);(0.0, 0);(196.47, 65.506);(165.516, 66.495);(162.476, 131.484);(177.483, 164.483);(0.0, 0);(0.0, 0);(154.495, 160.488);(139.507, 81.459);(169.485, 168.46800000000002);(0.0, 0);(152.492, 64.47800000000001);(183.486, 24.49199999999999);(137.502, 129.455);(0.0, 0);(163.508, 56.489000000000004);29.76
(203.462, 0.4730000000000132);(0.0, 0);(0.0, 0);(189.507, 98.488);(173.533, 169.52800000000002);(0.0, 0);(180.491, 69.512);(204.527, 34.48400000000001);(185.505, 137.449);(0.0, 0);(196.458, 65.53200000000001);(165.504, 66.50399999999999);(162.467, 131.485);(176.495, 163.493);(0.0, 0);(0.0, 0);(155.467, 160.487);(139.506, 81.459);(169.481, 167.50400000000002);(0.0, 0);(151.517, 64.483);(183.488, 24.497000000000014);(137.489, 129.455);(0.0, 0);(163.512, 56.488);29.8
(0.0, 0);(0.0, 0);(0.0, 0);(189.518, 98.513);(175.503, 168.515);(0.0, 0);(180.498, 69.501);(204.51, 34.47200000000001);(185.472, 136.515);(0.0, 0);(196.458, 66.493);(165.505, 66.50299999999999);(161.514, 130.554);(175.49, 162.474);(0.0, 0);(0.0, 0);(155.474, 160.474);(139.509, 81.47300000000001);(168.517, 164.513);(0.0, 0);(151.512, 64.489);(183.499, 24.485000000000014);(137.491, 129.46);(0.0, 0);(163.522, 56.48599999999999);29.84
(203.455, 0.47500000000002274);(0.0, 0);(0.0, 0);(189.517, 98.52799999999999);(176.5, 163.525);(0.0, 0);(180.503, 69.513);(204.528, 34.516999999999996);(184.494, 136.51);(0.0, 0);(195.537, 66.49199999999999);(165.512, 66.506);(161.514, 130.546);(173.53, 159.47899999999998);(0.0, 0);(0.0, 0);(153.5, 159.475);(139.508, 81.48500000000001);(166.489, 162.47899999999998);(0.0, 0);(152.482, 64.48400000000001);(183.497, 24.516999999999996);(138.467, 129.454);(0.0, 0);(163.532, 56.480999999999995);29.88
(203.469, 0.47399999999998954);(0.0, 0);(0.0, 0);(189.505, 99.493);(176.512, 162.501);(0.0, 0);(180.501, 69.51400000000001);(204.529, 34.52799999999999);(184.479, 136.516);(0.0, 0);(195.539, 66.517);(165.515, 66.505);(162.46, 131.493);(173.487, 155.51600000000002);(0.0, 0);(0.0, 0);(152.503, 159.49099999999999);(139.505, 81.53);(165.543, 161.513);(0.0, 0);(152.492, 64.47800000000001);(183.493, 25.455000000000013);(138.48, 129.477);(0.0, 0);(163.487, 57.453);29.92
(203.458, 0.4759999999999991);(0.0, 0);(0.0, 0);(189.484, 99.501);(177.505, 161.537);(0.0, 0);(180.475, 69.507);(204.509, 34.537000000000006);(183.516, 136.502);(0.0, 0);(195.529, 66.512);(164.545, 66.51499999999999);(162.466, 131.484);(173.498, 154.486);(0.0, 0);(0.0, 0);(153.513, 159.476);(139.498, 82.50800000000001);(166.494, 161.477);(0.0, 0);(150.519, 64.50299999999999);(182.506, 25.462999999999994);(138.493, 129.489);(0.0, 0);(163.453, 57.46600000000001);29.96
(202.48, 0.47500000000002274);(0.0, 0);(0.0, 0);(189.493, 98.489);(178.488, 160.478);(0.0, 0);(179.477, 69.507);(204.48, 36.51599999999999);(184.498, 134.497);(0.0, 0);(195.485, 66.46799999999999);(164.472, 66.518);(161.514, 130.514);(173.481, 153.495);(0.0, 0);(0.0, 0);(154.513, 156.49099999999999);(139.537, 81.50800000000001);(166.489, 157.51);(0.0, 0);(149.499, 65.458);(185.481, 25.48599999999999);(138.488, 129.482);(0.0, 0);(163.508, 56.489000000000004);30.0
(202.48, 0.4730000000000132);(0.0, 0);(0.0, 0);(189.5, 98.493);(178.487, 158.512);(0.0, 0);(179.48, 70.48500000000001);(204.494, 36.497000000000014);(184.514, 134.498);(0.0, 0);(195.494, 66.493);(164.472, 66.535);(162.477, 130.514);(172.544, 153.44400000000002);(0.0, 0);(0.0, 0);(154.519, 156.503);(139.525, 81.53899999999999);(166.498, 156.511);(0.0, 0);(149.494, 65.47800000000001);(185.488, 25.48400000000001);(138.509, 129.478);(0.0, 0);(163.466, 57.464);30.04
(202.471, 0.4730000000000132);(0.0, 0);(182.487, 155.518);(189.524, 98.46199999999999);(179.447, 157.49);(0.0, 0);(179.502, 69.494);(204.49, 36.486999999999995);(186.477, 133.505);(0.0, 0);(195.496, 66.469);(164.487, 66.529);(163.446, 130.519);(173.491, 152.507);(0.0, 0);(0.0, 0);(155.516, 156.523);(139.512, 82.46700000000001);(167.519, 155.539);(0.0, 0);(149.497, 65.481);(185.488, 25.47);(139.484, 129.509);(0.0, 0);(163.476, 57.44800000000001);30.080000000000002
(201.488, 0.4730000000000132);(0.0, 0);(0.0, 0);(189.508, 98.481);(179.474, 156.486);(0.0, 0);(180.463, 69.507);(204.479, 35.525000000000006);(186.494, 134.51);(0.0, 0);(195.488, 66.47800000000001);(164.517, 67.48599999999999);(163.475, 130.539);(173.522, 152.464);(0.0, 0);(0.0, 0);(155.539, 157.483);(139.521, 82.5);(169.473, 155.493);(0.0, 0);(149.526, 65.5);(184.495, 25.465000000000003);(139.531, 129.531);(0.0, 0);(163.493, 56.507000000000005);30.12
(201.51, 0.47399999999998954);(0.0, 0);(182.512, 154.543);(189.505, 98.47200000000001);(179.512, 155.487);(0.0, 0);(179.538, 70.49700000000001);(203.53, 38.49600000000001);(187.444, 134.508);(0.0, 0);(195.515, 66.46600000000001);(164.515, 67.524);(163.498, 130.526);(174.504, 150.514);(0.0, 0);(0.0, 0);(156.471, 155.535);(139.535, 82.489);(169.51, 154.53199999999998);(0.0, 0);(149.518, 66.48599999999999);(179.491, 25.520999999999987);(140.467, 129.516);(0.0, 0);(162.504, 57.49799999999999);30.16
(202.479, 0.4730000000000132);(0.0, 0);(184.498, 154.55200000000002);(189.51, 97.51400000000001);(180.465, 154.558);(0.0, 0);(179.505, 71.49799999999999);(204.493, 36.5);(187.465, 133.499);(0.0, 0);(195.533, 65.505);(164.495, 68.49799999999999);(163.517, 130.514);(176.479, 150.48000000000002);(0.0, 0);(0.0, 0);(156.497, 156.501);(140.456, 82.47999999999999);(170.501, 154.515);(0.0, 0);(149.507, 66.493);(183.502, 25.508999999999986);(140.482, 129.521);(0.0, 0);(163.514, 56.49000000000001);30.2
(0.0, 0);(0.0, 0);(0.0, 0);(189.514, 97.518);(180.511, 154.523);(0.0, 0);(179.523, 70.51599999999999);(203.512, 34.52799999999999);(187.495, 133.514);(0.0, 0);(195.527, 65.495);(164.514, 68.483);(164.458, 130.534);(177.513, 148.49200000000002);(0.0, 0);(0.0, 0);(156.527, 155.52100000000002);(140.504, 82.475);(171.462, 154.476);(0.0, 0);(149.524, 66.488);(175.49, 24.497000000000014);(140.512, 129.536);(0.0, 0);(163.473, 57.45500000000001);30.240000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(190.511, 97.457);(180.532, 154.529);(0.0, 0);(179.524, 69.518);(204.494, 34.49600000000001);(187.492, 131.536);(0.0, 0);(195.493, 65.47999999999999);(164.515, 67.49799999999999);(164.469, 130.523);(178.492, 147.539);(0.0, 0);(0.0, 0);(156.556, 155.499);(140.507, 82.507);(171.489, 154.46699999999998);(0.0, 0);(149.521, 65.523);(185.482, 25.50399999999999);(140.526, 130.464);(0.0, 0);(163.52, 57.45400000000001);30.28
(0.0, 0);(0.0, 0);(187.448, 155.51);(192.494, 96.47200000000001);(180.555, 154.524);(0.0, 0);(180.488, 69.5);(204.483, 34.47200000000001);(188.482, 131.516);(0.0, 0);(195.486, 63.482);(165.512, 67.493);(164.527, 130.531);(178.501, 147.541);(0.0, 0);(0.0, 0);(157.494, 154.55700000000002);(140.543, 82.475);(171.493, 154.471);(0.0, 0);(151.514, 65.52000000000001);(185.515, 25.49199999999999);(140.547, 130.498);(0.0, 0);(164.518, 56.480999999999995);30.32
(0.0, 0);(0.0, 0);(187.475, 155.486);(193.502, 96.50200000000001);(181.498, 154.507);(0.0, 0);(180.497, 68.501);(204.482, 34.477000000000004);(188.506, 131.511);(0.0, 0);(195.502, 64.47200000000001);(165.521, 66.531);(164.549, 130.534);(178.514, 147.529);(0.0, 0);(0.0, 0);(157.519, 154.55700000000002);(140.544, 82.49000000000001);(171.513, 154.459);(0.0, 0);(152.486, 65.50399999999999);(185.512, 26.467000000000013);(141.493, 130.512);(0.0, 0);(164.533, 56.47999999999999);30.36
(0.0, 0);(0.0, 0);(187.481, 155.495);(193.516, 97.495);(181.503, 154.5);(0.0, 0);(180.476, 68.51499999999999);(204.485, 34.5);(188.524, 132.514);(0.0, 0);(195.512, 64.51499999999999);(165.489, 67.483);(165.488, 130.553);(179.443, 147.515);(0.0, 0);(0.0, 0);(157.517, 154.55);(141.502, 82.495);(171.517, 154.454);(0.0, 0);(150.519, 65.525);(185.513, 26.483000000000004);(141.504, 130.513);(0.0, 0);(164.551, 56.492999999999995);30.400000000000002
(0.0, 0);(0.0, 0);(187.492, 155.512);(194.464, 97.48400000000001);(181.506, 154.515);(0.0, 0);(180.495, 68.50299999999999);(204.512, 34.50800000000001);(188.524, 133.504);(0.0, 0);(195.535, 64.501);(165.508, 66.53999999999999);(165.486, 131.488);(179.451, 147.537);(0.0, 0);(0.0, 0);(158.489, 155.486);(141.501, 82.543);(171.528, 154.461);(0.0, 0);(151.488, 65.52199999999999);(186.469, 26.510999999999996);(141.51, 130.519);(0.0, 0);(164.503, 57.489000000000004);30.44
(0.0, 0);(0.0, 0);(187.498, 155.515);(194.464, 97.49799999999999);(181.516, 154.523);(0.0, 0);(180.508, 69.50200000000001);(204.488, 34.488);(188.528, 134.499);(0.0, 0);(196.455, 64.49600000000001);(165.528, 67.50200000000001);(164.551, 131.505);(179.465, 148.501);(0.0, 0);(0.0, 0);(158.51, 155.49);(141.494, 84.52000000000001);(171.545, 154.471);(0.0, 0);(151.503, 66.46700000000001);(184.503, 26.49600000000001);(141.498, 130.527);(0.0, 0);(163.504, 58.47999999999999);30.48
(0.0, 0);(0.0, 0);(187.452, 156.483);(194.461, 97.48400000000001);(181.507, 154.541);(0.0, 0);(180.482, 68.506);(204.489, 35.49600000000001);(188.509, 133.491);(0.0, 0);(195.542, 64.47300000000001);(165.485, 66.53899999999999);(164.532, 131.484);(179.477, 148.522);(0.0, 0);(0.0, 0);(158.5, 155.501);(141.495, 84.49199999999999);(172.463, 154.47899999999998);(0.0, 0);(150.509, 65.51499999999999);(182.504, 26.510999999999996);(140.545, 130.513);(0.0, 0);(163.522, 57.53399999999999);30.52
(0.0, 0);(0.0, 0);(0.0, 0);(194.472, 97.481);(181.513, 154.54500000000002);(0.0, 0);(180.468, 68.51499999999999);(204.486, 35.50800000000001);(188.526, 133.492);(0.0, 0);(195.538, 64.50800000000001);(165.482, 66.543);(164.545, 130.555);(179.477, 149.495);(0.0, 0);(0.0, 0);(158.499, 155.513);(141.5, 83.49199999999999);(172.466, 154.488);(0.0, 0);(150.511, 65.518);(184.483, 26.47999999999999);(140.541, 130.5);(0.0, 0);(164.5, 57.47900000000001);30.560000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(193.509, 96.47399999999999);(181.501, 155.482);(0.0, 0);(180.48, 69.48599999999999);(204.499, 34.524);(188.51, 132.523);(0.0, 0);(196.467, 61.50399999999999);(165.493, 67.489);(164.541, 130.551);(179.473, 149.518);(0.0, 0);(0.0, 0);(157.534, 155.531);(140.531, 82.53399999999999);(172.461, 154.502);(0.0, 0);(151.484, 65.52099999999999);(182.493, 26.47999999999999);(140.547, 130.496);(0.0, 0);(163.536, 57.465);30.6
(0.0, 0);(0.0, 0);(0.0, 0);(192.487, 95.49700000000001);(181.501, 155.481);(0.0, 0);(180.468, 68.52199999999999);(204.5, 34.51400000000001);(188.474, 131.524);(0.0, 0);(195.53, 62.507000000000005);(164.535, 67.49199999999999);(164.52, 130.532);(179.483, 149.51999999999998);(0.0, 0);(0.0, 0);(158.492, 155.531);(140.523, 82.51599999999999);(172.481, 154.505);(0.0, 0);(150.488, 65.52699999999999);(183.507, 25.510999999999996);(140.544, 130.501);(0.0, 0);(163.511, 56.47900000000001);30.64
(0.0, 0);(0.0, 0);(0.0, 0);(189.53, 97.45500000000001);(181.502, 155.489);(0.0, 0);(179.534, 69.50899999999999);(204.484, 35.49199999999999);(187.54, 133.496);(0.0, 0);(195.527, 64.48500000000001);(164.526, 67.50899999999999);(164.495, 130.554);(179.469, 149.515);(0.0, 0);(0.0, 0);(157.527, 155.531);(140.514, 82.52799999999999);(172.463, 154.513);(0.0, 0);(150.483, 66.47999999999999);(179.498, 25.52199999999999);(140.536, 130.497);(0.0, 0);(163.473, 56.497000000000014);30.68
(0.0, 0);(0.0, 0);(0.0, 0);(189.499, 97.488);(180.55, 155.51);(0.0, 0);(179.519, 69.50399999999999);(204.522, 34.53399999999999);(187.527, 134.487);(0.0, 0);(195.524, 64.50999999999999);(164.518, 67.489);(164.475, 131.482);(179.445, 150.494);(0.0, 0);(0.0, 0);(156.546, 156.493);(140.511, 82.5);(171.525, 154.522);(0.0, 0);(150.485, 65.51499999999999);(183.501, 25.524);(140.518, 130.478);(0.0, 0);(163.486, 56.49199999999999);30.72
(0.0, 0);(0.0, 0);(0.0, 0);(189.512, 97.525);(180.493, 155.507);(0.0, 0);(179.513, 69.518);(204.523, 35.489000000000004);(187.506, 132.518);(0.0, 0);(195.512, 65.50899999999999);(164.515, 67.50299999999999);(164.461, 130.538);(178.464, 150.501);(0.0, 0);(0.0, 0);(156.508, 155.519);(140.504, 82.507);(171.475, 154.507);(0.0, 0);(150.487, 65.52600000000001);(182.518, 25.526999999999987);(140.504, 130.487);(0.0, 0);(163.495, 56.486999999999995);30.76
(0.0, 0);(0.0, 0);(183.508, 155.5);(189.482, 98.5);(179.532, 155.505);(0.0, 0);(179.519, 70.48400000000001);(204.481, 35.51400000000001);(187.472, 133.49);(0.0, 0);(195.488, 67.501);(164.521, 67.506);(163.52, 130.532);(175.513, 150.502);(0.0, 0);(0.0, 0);(156.474, 156.488);(140.508, 82.50800000000001);(170.488, 154.517);(0.0, 0);(150.49, 65.52699999999999);(180.487, 25.518);(140.49, 130.466);(0.0, 0);(163.518, 56.492999999999995);30.8
(0.0, 0);(0.0, 0);(0.0, 0);(189.512, 99.506);(179.476, 155.52100000000002);(0.0, 0);(179.52, 69.512);(204.478, 36.49600000000001);(186.475, 134.486);(0.0, 0);(195.504, 70.512);(164.508, 67.511);(163.475, 130.533);(174.493, 151.489);(0.0, 0);(0.0, 0);(155.523, 156.515);(140.468, 82.52600000000001);(169.515, 154.54399999999998);(0.0, 0);(149.524, 66.48500000000001);(179.486, 26.522999999999996);(140.467, 130.464);(0.0, 0);(163.485, 57.47900000000001);30.84
(0.0, 0);(0.0, 0);(0.0, 0);(189.526, 99.5);(179.447, 155.531);(0.0, 0);(179.5, 71.483);(204.505, 37.512);(187.459, 137.454);(0.0, 0);(196.534, 67.506);(164.481, 68.50200000000001);(163.491, 131.537);(173.527, 151.487);(0.0, 0);(0.0, 0);(155.485, 156.49099999999999);(140.473, 82.47999999999999);(169.473, 154.53300000000002);(0.0, 0);(149.488, 66.51400000000001);(179.507, 27.50800000000001);(139.523, 130.465);(0.0, 0);(163.517, 57.47800000000001);30.88
(0.0, 0);(0.0, 0);(0.0, 0);(189.484, 99.524);(178.507, 158.483);(0.0, 0);(179.452, 71.494);(204.499, 29.508999999999986);(186.503, 137.495);(0.0, 0);(196.544, 72.476);(163.537, 67.52600000000001);(163.461, 132.498);(174.483, 152.51600000000002);(0.0, 0);(0.0, 0);(155.494, 155.505);(140.465, 82.50399999999999);(169.478, 155.49);(0.0, 0);(148.538, 65.52000000000001);(186.505, 25.479000000000013);(139.496, 129.534);(0.0, 0);(163.472, 57.52199999999999);30.92
(0.0, 0);(0.0, 0);(0.0, 0);(189.506, 101.51499999999999);(178.506, 160.474);(0.0, 0);(179.465, 72.50899999999999);(203.536, 27.514999999999986);(186.493, 137.508);(0.0, 0);(197.513, 72.48599999999999);(164.478, 69.493);(162.514, 131.539);(176.502, 153.489);(0.0, 0);(0.0, 0);(155.448, 154.547);(140.472, 82.524);(169.517, 155.52800000000002);(0.0, 0);(149.516, 66.49000000000001);(184.493, 25.47200000000001);(139.454, 129.482);(0.0, 0);(162.505, 57.52099999999999);30.96
(0.0, 0);(0.0, 0);(0.0, 0);(189.522, 102.49600000000001);(179.464, 161.525);(0.0, 0);(179.474, 71.513);(204.476, 33.46000000000001);(185.5, 137.517);(0.0, 0);(198.487, 73.47399999999999);(164.492, 68.487);(162.475, 132.492);(178.478, 154.539);(0.0, 0);(0.0, 0);(155.501, 157.482);(140.462, 82.505);(171.463, 160.489);(0.0, 0);(150.49, 65.531);(184.501, 26.47399999999999);(138.489, 129.471);(0.0, 0);(163.486, 58.46700000000001);31.0
(0.0, 0);(0.0, 0);(0.0, 0);(189.493, 102.49600000000001);(177.514, 162.489);(0.0, 0);(179.475, 71.49000000000001);(204.505, 31.482);(184.499, 137.513);(0.0, 0);(200.506, 72.5);(164.499, 67.50899999999999);(161.51, 131.513);(179.476, 155.52800000000002);(0.0, 0);(0.0, 0);(157.495, 159.478);(140.457, 82.476);(172.491, 161.49099999999999);(0.0, 0);(150.501, 65.507);(183.496, 25.489000000000004);(138.468, 129.45);(0.0, 0);(162.513, 58.477000000000004);31.04
(0.0, 0);(0.0, 0);(0.0, 0);(188.558, 103.494);(179.453, 161.529);(0.0, 0);(179.478, 72.48500000000001);(204.509, 30.506);(182.514, 137.471);(0.0, 0);(200.501, 73.5);(164.509, 67.53);(161.479, 131.492);(179.515, 155.50900000000001);(0.0, 0);(0.0, 0);(157.486, 158.5);(139.526, 82.493);(172.538, 161.489);(0.0, 0);(150.508, 65.52099999999999);(186.494, 25.510999999999996);(138.48, 129.463);(0.0, 0);(163.501, 57.52699999999999);31.080000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(189.489, 102.51400000000001);(178.466, 162.527);(0.0, 0);(179.455, 71.49600000000001);(204.494, 31.494);(183.483, 137.523);(0.0, 0);(199.52, 73.493);(164.487, 67.50299999999999);(161.476, 132.488);(179.503, 156.517);(0.0, 0);(0.0, 0);(156.484, 159.478);(139.52, 82.53800000000001);(172.505, 161.53300000000002);(0.0, 0);(150.489, 65.505);(186.464, 25.52799999999999);(137.51, 129.488);(0.0, 0);(162.472, 58.54599999999999);31.12
(0.0, 0);(0.0, 0);(0.0, 0);(188.554, 101.494);(177.505, 164.501);(0.0, 0);(178.508, 71.507);(204.498, 33.47999999999999);(181.512, 137.46);(0.0, 0);(200.503, 72.50800000000001);(164.457, 67.501);(159.509, 131.51);(179.48, 160.493);(0.0, 0);(0.0, 0);(156.471, 159.514);(139.524, 82.481);(172.477, 162.529);(0.0, 0);(149.492, 65.49600000000001);(186.501, 25.498999999999995);(137.501, 129.505);(0.0, 0);(165.505, 57.45500000000001);31.16
(0.0, 0);(0.0, 0);(0.0, 0);(188.546, 101.49000000000001);(178.48, 163.525);(0.0, 0);(178.5, 71.49199999999999);(204.485, 33.476);(181.504, 136.496);(0.0, 0);(196.536, 73.52099999999999);(163.539, 67.507);(159.495, 131.49);(179.498, 160.473);(0.0, 0);(0.0, 0);(156.463, 159.497);(139.506, 82.536);(172.491, 162.50900000000001);(0.0, 0);(149.494, 65.50899999999999);(185.515, 24.507000000000005);(137.492, 129.499);(0.0, 0);(164.488, 57.516999999999996);31.2
(0.0, 0);(0.0, 0);(0.0, 0);(188.555, 101.49700000000001);(178.514, 162.519);(0.0, 0);(178.473, 70.5);(204.498, 31.497000000000014);(180.548, 136.49);(0.0, 0);(196.49, 73.487);(163.509, 67.493);(158.519, 131.486);(179.509, 159.5);(0.0, 0);(0.0, 0);(157.499, 159.48399999999998);(139.494, 82.517);(172.546, 162.485);(0.0, 0);(148.523, 65.513);(185.477, 25.49000000000001);(137.477, 129.501);(0.0, 0);(165.488, 57.46600000000001);31.240000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(188.496, 99.495);(177.506, 164.49);(0.0, 0);(178.512, 70.488);(204.508, 33.488);(181.502, 137.468);(0.0, 0);(196.514, 65.501);(163.534, 66.543);(158.526, 131.523);(179.47, 161.461);(0.0, 0);(0.0, 0);(156.528, 160.474);(139.483, 82.54599999999999);(172.494, 163.48399999999998);(0.0, 0);(148.54, 65.501);(185.507, 25.462999999999994);(136.507, 129.507);(0.0, 0);(163.501, 58.47800000000001);31.28
(0.0, 0);(0.0, 0);(0.0, 0);(188.466, 98.54499999999999);(178.462, 164.499);(0.0, 0);(179.468, 71.517);(204.514, 34.49600000000001);(181.497, 137.463);(0.0, 0);(195.54, 67.51400000000001);(164.472, 68.483);(158.525, 131.516);(179.484, 161.447);(0.0, 0);(0.0, 0);(156.548, 160.49099999999999);(139.487, 82.547);(172.519, 163.49200000000002);(0.0, 0);(149.497, 66.47);(184.501, 25.494);(136.506, 129.513);(0.0, 0);(163.53, 57.53200000000001);31.32
(0.0, 0);(0.0, 0);(0.0, 0);(188.482, 98.541);(178.489, 163.515);(0.0, 0);(179.459, 71.50999999999999);(204.535, 34.512);(181.527, 137.452);(0.0, 0);(195.526, 69.49799999999999);(163.54, 68.48500000000001);(159.517, 131.504);(179.497, 160.48399999999998);(0.0, 0);(0.0, 0);(157.511, 160.485);(139.48, 82.543);(172.537, 162.55);(0.0, 0);(148.54, 66.476);(184.494, 25.528999999999996);(137.477, 129.503);(0.0, 0);(164.481, 57.47);31.36
(0.0, 0);(0.0, 0);(0.0, 0);(188.491, 99.511);(178.474, 163.531);(0.0, 0);(179.462, 72.488);(205.484, 34.488);(182.484, 137.468);(0.0, 0);(195.49, 70.50299999999999);(164.478, 68.5);(160.486, 131.511);(179.494, 160.497);(0.0, 0);(0.0, 0);(157.502, 160.481);(139.484, 82.50999999999999);(172.53, 162.555);(0.0, 0);(149.518, 66.47200000000001);(184.496, 25.480999999999995);(136.517, 129.491);(0.0, 0);(163.468, 57.52799999999999);31.400000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(188.493, 99.506);(178.471, 163.53);(0.0, 0);(179.458, 71.493);(204.547, 33.531000000000006);(182.485, 137.45);(0.0, 0);(195.514, 69.493);(164.475, 67.50899999999999);(160.49, 131.501);(179.497, 160.50900000000001);(0.0, 0);(0.0, 0);(157.483, 159.50799999999998);(139.497, 82.512);(172.515, 162.54500000000002);(0.0, 0);(149.512, 65.50800000000001);(184.488, 24.51400000000001);(136.515, 129.499);(0.0, 0);(163.455, 57.52099999999999);31.44
(0.0, 0);(0.0, 0);(0.0, 0);(188.494, 98.542);(178.489, 163.52100000000002);(0.0, 0);(179.474, 71.49700000000001);(205.512, 34.536);(181.522, 136.484);(0.0, 0);(196.464, 67.489);(164.482, 67.523);(160.481, 131.487);(179.511, 160.48399999999998);(0.0, 0);(0.0, 0);(156.534, 159.489);(139.514, 82.53299999999999);(172.513, 162.518);(0.0, 0);(149.511, 65.52799999999999);(181.525, 23.495000000000005);(136.517, 129.507);(0.0, 0);(163.473, 57.464);31.48
(0.0, 0);(0.0, 0);(293.486, 161.442);(316.495, 88.512);(276.456, 164.488);(0.0, 0);(307.489, 60.52000000000001);(259.467, 23.488);(319.511, 131.526);(0.0, 0);(285.498, 57.519000000000005);(291.532, 66.48599999999999);(297.49, 136.499);(269.523, 161.52100000000002);(0.0, 0);(0.0, 0);(0.0, 0);(259.452, 106.46100000000001);(0.0, 0);(0.0, 0);(276.523, 71.511);(237.523, 39.50200000000001);(274.481, 138.548);(0.0, 0);(245.531, 73.51599999999999);31.52
(0.0, 0);(0.0, 0);(0.0, 0);(188.514, 98.52600000000001);(178.472, 163.534);(0.0, 0);(179.509, 71.47999999999999);(204.514, 34.49799999999999);(181.536, 136.508);(0.0, 0);(195.539, 67.48599999999999);(164.536, 67.50899999999999);(160.494, 131.5);(179.494, 160.49599999999998);(0.0, 0);(0.0, 0);(156.521, 159.503);(139.533, 82.506);(172.495, 162.519);(0.0, 0);(151.499, 65.51400000000001);(179.476, 23.488);(137.481, 129.504);(0.0, 0);(163.536, 56.474999999999994);31.560000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(188.523, 98.501);(178.516, 164.486);(0.0, 0);(179.532, 69.518);(205.486, 34.482);(182.495, 137.466);(0.0, 0);(195.512, 65.49799999999999);(164.541, 67.483);(160.513, 131.504);(179.496, 160.49);(0.0, 0);(0.0, 0);(156.507, 160.465);(139.535, 82.52199999999999);(172.482, 162.527);(0.0, 0);(151.491, 65.49100000000001);(168.506, 22.50200000000001);(137.502, 129.488);(0.0, 0);(164.467, 55.506);31.6
(0.0, 0);(0.0, 0);(0.0, 0);(188.521, 98.52799999999999);(179.449, 163.529);(0.0, 0);(179.522, 70.50800000000001);(204.519, 33.49799999999999);(182.509, 137.502);(0.0, 0);(195.519, 65.50399999999999);(164.547, 67.507);(161.486, 131.539);(179.49, 160.46800000000002);(0.0, 0);(0.0, 0);(156.497, 160.469);(139.54, 83.488);(172.475, 162.51600000000002);(0.0, 0);(151.505, 65.50999999999999);(178.495, 20.497000000000014);(138.475, 129.495);(0.0, 0);(163.506, 56.482);31.64
(0.0, 0);(0.0, 0);(0.0, 0);(188.511, 98.53899999999999);(179.496, 163.488);(0.0, 0);(179.533, 70.506);(204.507, 34.482);(183.491, 137.509);(0.0, 0);(195.503, 66.482);(164.545, 67.49600000000001);(161.506, 132.488);(179.518, 158.494);(0.0, 0);(0.0, 0);(156.511, 160.476);(140.497, 82.481);(172.488, 162.49099999999999);(0.0, 0);(151.488, 65.50299999999999);(171.5, 22.50399999999999);(138.481, 129.492);(0.0, 0);(164.495, 55.488);31.68
(0.0, 0);(0.0, 0);(0.0, 0);(188.519, 98.519);(179.504, 163.49099999999999);(0.0, 0);(179.537, 70.49100000000001);(203.514, 33.508999999999986);(182.504, 137.464);(0.0, 0);(195.525, 66.524);(165.482, 67.48599999999999);(161.485, 131.502);(180.46, 158.493);(0.0, 0);(0.0, 0);(156.547, 160.489);(140.515, 82.489);(172.547, 162.5);(0.0, 0);(151.5, 65.49600000000001);(164.495, 20.498999999999995);(138.499, 129.486);(0.0, 0);(163.5, 56.51400000000001);31.720000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(188.506, 98.525);(180.47, 162.466);(0.0, 0);(180.473, 69.48400000000001);(203.48, 32.49199999999999);(181.509, 135.509);(0.0, 0);(195.531, 67.506);(165.519, 66.512);(160.51, 130.544);(180.479, 156.493);(0.0, 0);(0.0, 0);(161.483, 160.505);(140.529, 82.48599999999999);(174.509, 161.53300000000002);(0.0, 0);(153.478, 65.463);(171.493, 19.506);(139.456, 129.501);(0.0, 0);(164.491, 54.510999999999996);31.76
